,dates
1395,12/11/2023
1396,18/08/2022
1397,04/09/2023
1398,06/05/2020
1399,Oct 27th 2022
1400,Jun 5th 2021
1401,04/08/2023
1402,December 9 2022
1403,Jul 20th 2021
1404,Jun 14th 2020
1405,Jun 11th 2023
1406,03/01/2020
1407,06/02/2021
1408,09/16/2023
1409,April 18 2021
1410,09/03/2022
1411,12/27/2024
1412,February 20 2021
1413,October 14 2021
1414,December 30 2022
1415,Jan 5th 2020
1416,11/16/2024
1417,01/10/2024
1418,23/12/2023
1419,Jul 17th 2023
1420,Aug 20th 2021
1421,11/01/2024
1422,Aug 10th 2021
1423,May 6th 2020
1424,November 18 2024
1425,Sep 30th 2023
1426,March 26 2021
1427,Nov 12th 2024
1428,14/07/2023
1429,Sep 17th 2020
1430,Jan 18th 2021
1431,13/12/2021
1432,May 17th 2020
1433,January 5 2021
1434,June 23 2022
1435,03/21/2021
1436,Jan 4th 2020
1437,01/08/2023
1438,Dec 10th 2023
1439,19/05/2022
1440,August 29 2022
1441,30/12/2023
1442,October 8 2021
1443,September 30 2024
1444,Feb 5th 2023
1445,03/14/2021
1446,02/09/2020
1447,May 20 2021
1448,07/10/2022
1449,December 30 2021
1450,03/02/2023
1451,Dec 20th 2021
1452,December 22 2022
1453,21/11/2024
1454,June 15 2023
1455,Feb 15th 2020
1456,13/04/2024
1457,25/09/2020
1458,March 14 2023
1459,May 12th 2023
1460,Mar 10th 2020
1461,30/11/2022
1462,02/04/2024
1463,19/06/2023
1464,January 5 2020
1465,Dec 5th 2021
1466,July 28 2022
1467,12/12/2020
1468,16/01/2024
1469,21/11/2022
1470,March 12 2020
1471,May 13 2021
1472,11/13/2022
1473,14/11/2023
1474,09/08/2023
1475,08/10/2021
1476,Sep 23rd 2021
1477,February 27 2023
1478,28/03/2023
1479,July 16 2020
1480,Jul 18th 2022
1481,June 12 2023
1482,09/18/2024
1483,02/25/2024
1484,January 25 2023
1485,03/31/2020
1486,05/15/2021
1487,Apr 23rd 2023
1488,04/18/2024
1489,Sep 6th 2024
1490,Jul 31st 2022
1491,09/10/2021
1492,July 5 2020
1493,27/05/2024
1494,29/01/2024
1495,28/04/2023
1496,March 30 2024
1497,Apr 21st 2020
1498,18/02/2024
1499,25/03/2020
1500,November 7 2022
1501,02/16/2021
1502,05/31/2022
1503,08/29/2024
1504,November 22 2024
1505,June 14 2022
1506,10/10/2021
1507,Nov 5th 2023
1508,04/03/2022
1509,Sep 3rd 2023
1510,July 17 2022
1511,08/01/2022
1512,07/08/2022
1513,May 1 2020
1514,June 30 2022
1515,March 14 2020
1516,05/01/2021
1517,21/05/2021
1518,July 11 2022
1519,23/10/2023
1520,Apr 19th 2022
1521,Jan 26th 2024
1522,February 12 2020
1523,11/10/2021
1524,Dec 25th 2022
1525,May 14 2023
1526,June 14 2022
1527,12/18/2021
1528,June 23 2024
1529,Oct 11th 2021
1530,Mar 13th 2023
1531,08/07/2024
1532,May 1st 2020
1533,04/21/2021
1534,22/04/2024
1535,09/01/2021
1536,04/04/2022
1537,09/11/2020
1538,01/09/2020
1539,04/10/2022
1540,11/28/2020
1541,05/04/2024
1542,11/11/2023
1543,Mar 27th 2020
1544,08/01/2020
1545,05/07/2023
1546,04/21/2023
1547,May 26 2020
1548,Jun 5th 2024
1549,May 18 2024
1550,Aug 9th 2021
1551,Oct 15th 2021
1552,10/07/2023
1553,06/10/2022
1554,09/15/2023
1555,04/15/2023
1556,August 28 2023
1557,May 1st 2023
1558,July 24 2021
1559,11/13/2024
1560,January 24 2020
1561,July 27 2022
1562,July 20 2020
1563,01/05/2020
1564,June 22 2022
1565,08/03/2021
1566,28/04/2024
1567,Jan 25th 2022
1568,04/03/2020
1569,25/08/2020
1570,Jan 20th 2024
1571,20/03/2020
1572,22/11/2021
1573,09/13/2022
1574,Sep 3rd 2020
1575,November 30 2020
1576,Aug 21st 2021
1577,03/30/2021
1578,22/05/2022
1579,11/16/2020
1580,June 29 2024
1581,March 5 2024
1582,04/01/2021
1583,18/01/2021
1584,Nov 7th 2023
1585,April 18 2021
1586,Sep 17th 2024
1587,April 12 2024
1588,09/03/2021
1589,December 19 2022
1590,22/02/2022
1591,03/05/2024
1592,21/10/2022
1593,09/07/2022
1594,Mar 31st 2024
1595,Nov 28th 2020
1596,06/17/2021
1597,January 3 2020
1598,Feb 16th 2022
1599,16/01/2021
1600,10/06/2023
1601,January 16 2020
1602,Dec 11th 2024
1603,July 3 2021
1604,Oct 3rd 2024
1605,June 25 2023
1606,December 20 2020
1607,October 1 2022
1608,December 26 2023
1609,04/01/2020
1610,06/11/2020
1611,June 21 2021
1612,Sep 29th 2021
1613,10/10/2022
1614,June 7 2023
1615,October 10 2021
1616,09/10/2022
1617,27/02/2021
1618,April 15 2022
1619,05/09/2023
1620,12/25/2022
1621,Sep 20th 2023
1622,May 28 2024
1623,Mar 28th 2024
1624,01/17/2022
1625,Sep 3rd 2023
1626,05/16/2024
1627,October 16 2020
1628,February 4 2023
1629,06/15/2023
1630,06/05/2021
1631,January 24 2020
1632,Jan 5th 2021
1633,04/07/2022
1634,Sep 19th 2020
1635,January 3 2021
1636,27/07/2020
1637,01/03/2020
1638,May 28th 2023
1639,September 24 2024
1640,Oct 18th 2020
1641,March 3 2023
1642,Nov 4th 2021
1643,10/23/2022
1644,10/01/2023
1645,22/12/2020
1646,12/16/2020
1647,30/07/2021
1648,30/08/2024
1649,December 7 2022
1650,04/17/2021
1651,Feb 29th 2024
1652,01/01/2021
1653,05/14/2021
1654,Jul 17th 2020
1655,07/02/2020
1656,08/10/2021
1657,Jul 1st 2021
1658,Nov 28th 2024
1659,Apr 17th 2023
1660,04/10/2023
1661,09/02/2020
1662,03/26/2022
1663,02/09/2020
1664,10/13/2024
1665,05/05/2020
1666,07/02/2021
1667,Feb 13th 2022
1668,July 10 2024
1669,10/16/2021
1670,02/01/2022
1671,Mar 3rd 2024
1672,June 24 2022
1673,09/14/2023
1674,14/08/2023
1675,Dec 23rd 2022
1676,Jun 5th 2023
1677,Jun 5th 2024
1678,04/28/2021
1679,07/19/2024
1680,29/05/2022
1681,Aug 25th 2024
1682,20/04/2023
1683,11/11/2023
1684,25/03/2021
1685,04/03/2022
1686,June 9 2024
1687,06/29/2021
1688,02/08/2023
1689,Aug 24th 2022
1690,10/08/2022
1691,Nov 24th 2024
1692,May 24 2020
1693,Jun 16th 2021
1694,08/20/2021
1695,24/07/2022
1696,18/05/2023
1697,December 29 2024
1698,Nov 10th 2024
1699,19/04/2023
1700,19/10/2023
1701,Mar 7th 2022
1702,06/06/2022
1703,March 31 2021
1704,10/03/2023
1705,08/03/2024
1706,July 29 2023
1707,10/10/2023
1708,30/03/2021
1709,12/28/2020
1710,Feb 11th 2021
1711,11/25/2022
1712,Jun 28th 2022
1713,25/05/2024
1714,10/07/2020
1715,Dec 20th 2020
1716,May 20 2021
1717,05/13/2024
1718,02/11/2023
1719,Sep 11th 2024
1720,02/07/2022
1721,May 26th 2021
1722,08/08/2022
1723,February 11 2022
1724,04/05/2024
1725,01/12/2023
1726,May 12 2023
1727,April 14 2024
1728,Sep 20th 2020
1729,Apr 10th 2022
1730,Mar 23rd 2024
1731,09/11/2021
1732,08/02/2023
1733,03/24/2021
1734,Sep 15th 2024
1735,Jul 8th 2020
1736,09/10/2023
1737,01/11/2024
1738,Dec 25th 2020
1739,September 28 2023
1740,04/26/2021
1741,Mar 18th 2022
1742,November 23 2023
1743,May 18th 2022
1744,April 12 2023
1745,17/05/2024
1746,Oct 7th 2023
1747,August 10 2021
1748,Feb 27th 2023
1749,Sep 4th 2020
1750,September 2 2024
1751,Aug 17th 2020
1752,02/24/2021
1753,Aug 25th 2024
1754,Sep 29th 2024
1755,Nov 23rd 2020
1756,10/02/2024
1757,Oct 11th 2022
1758,01/16/2024
1759,03/02/2021
1760,09/09/2024
1761,Oct 28th 2024
1762,March 3 2023
1763,16/03/2024
1764,22/02/2023
1765,18/11/2020
1766,April 12 2024
1767,15/10/2021
1768,03/04/2021
1769,12/17/2020
1770,December 13 2023
1771,September 14 2024
1772,29/06/2021
1773,06/04/2023
1774,Oct 23rd 2022
1775,Oct 16th 2023
1776,05/30/2020
1777,April 13 2021
1778,Jan 11th 2021
1779,01/23/2024
1780,October 9 2022
1781,06/07/2022
1782,13/06/2021
1783,Dec 3rd 2023
1784,27/08/2023
1785,Dec 8th 2022
1786,May 4th 2022
1787,Dec 12th 2023
1788,February 26 2022
1789,14/04/2021
1790,10/12/2022
1791,14/01/2020
1792,May 31 2022
1793,03/31/2021
1794,18/08/2023
1795,03/31/2024
1796,August 17 2024
1797,Jul 5th 2022
1798,Aug 5th 2024
1799,10/08/2023
1800,29/05/2024
1801,09/10/2020
1802,Jun 15th 2023
1803,Jun 8th 2024
1804,19/02/2023
1805,01/12/2022
1806,May 2 2020
1807,05/17/2022
1808,Aug 15th 2020
1809,November 9 2023
1810,09/21/2023
1811,11/02/2020
1812,01/02/2022
1813,August 19 2024
1814,Aug 6th 2020
1815,June 12 2022
1816,19/12/2020
1817,08/10/2022
1818,19/12/2020
1819,30/09/2022
1820,19/04/2024
1821,August 3 2023
1822,December 11 2022
1823,September 20 2022
1824,August 3 2021
1825,August 25 2020
1826,December 5 2024
1827,05/02/2020
1828,November 10 2024
1829,09/07/2023
1830,29/09/2021
1831,Oct 7th 2023
1832,Nov 5th 2023
1833,December 2 2024
1834,30/12/2022
1835,02/28/2023
1836,04/30/2024
1837,October 5 2022
1838,Jan 12th 2021
1839,05/10/2024
1840,Mar 16th 2020
1841,10/17/2020
1842,April 30 2021
1843,May 13 2024
1844,09/05/2024
1845,August 8 2023
1846,07/29/2024
1847,February 6 2022
1848,03/03/2020
1849,01/23/2023
1850,19/06/2024
1851,Apr 14th 2022
1852,October 6 2024
1853,March 30 2020
1854,June 1 2023
1855,25/12/2021
1856,April 13 2021
1857,25/05/2022
1858,October 21 2022
1859,03/12/2020
1860,07/07/2023
1861,February 5 2024
1862,08/11/2024
1863,03/29/2020
1864,25/02/2022
1865,Aug 19th 2022
1866,Mar 19th 2023
1867,13/01/2023
1868,04/09/2023
1869,June 28 2023
1870,March 1 2021
1871,Oct 8th 2022
1872,Aug 18th 2023
1873,21/04/2020
1874,December 21 2023
1875,01/09/2024
1876,27/10/2020
1877,Mar 29th 2022
1878,July 7 2024
1879,November 22 2020
1880,Dec 13th 2023
1881,Aug 2nd 2023
1882,22/05/2021
1883,October 9 2021
1884,12/25/2021
1885,08/24/2024
1886,12/13/2020
1887,08/01/2021
1888,November 11 2021
1889,05/25/2023
1890,Oct 29th 2020
1891,Dec 15th 2021
1892,July 19 2024
1893,04/11/2020
1894,Oct 18th 2024
1895,September 2 2021
1896,Nov 5th 2023
1897,21/12/2021
1898,01/12/2023
1899,10/19/2021
1900,Mar 15th 2024
1901,12/10/2021
1902,31/03/2022
1903,April 25 2020
1904,Oct 22nd 2023
1905,January 13 2022
1906,11/22/2024
1907,Jan 6th 2020
1908,March 7 2021
1909,August 31 2021
1910,April 2 2024
1911,May 2 2021
1912,05/19/2020
1913,26/08/2023
1914,10/10/2024
1915,Nov 1st 2023
1916,12/20/2022
1917,17/10/2023
1918,Mar 6th 2023
1919,November 18 2021
1920,Jan 3rd 2021
1921,01/19/2024
1922,25/07/2024
1923,27/10/2022
1924,22/09/2022
1925,10/04/2020
1926,07/05/2023
1927,Nov 11th 2022
1928,November 16 2023
1929,June 20 2023
1930,27/09/2020
1931,Jan 6th 2024
1932,June 23 2022
1933,August 24 2022
1934,August 11 2020
1935,10/19/2023
1936,April 22 2023
1937,02/02/2022
1938,March 20 2023
1939,May 10th 2022
1940,Jul 12th 2024
1941,October 13 2024
1942,24/03/2021
1943,Oct 27th 2023
1944,12/27/2022
1945,Jun 4th 2024
1946,April 7 2021
1947,Jan 5th 2024
1948,08/24/2021
1949,16/05/2021
1950,27/07/2021
1951,27/03/2022
1952,Jul 11th 2024
1953,12/03/2022
1954,Aug 20th 2024
1955,07/16/2023
1956,May 24th 2024
1957,03/03/2020
1958,07/19/2021
1959,Feb 3rd 2024
1960,01/13/2022
1961,Sep 14th 2023
1962,04/02/2021
1963,03/06/2021
1964,23/06/2024
1965,Apr 24th 2020
1966,Apr 23rd 2024
1967,15/12/2022
1968,May 3 2022
1969,11/26/2023
1970,Jul 1st 2020
1971,Sep 2nd 2023
1972,Dec 13th 2022
1973,Jan 16th 2023
1974,November 18 2021
1975,30/06/2023
1976,08/19/2020
1977,17/08/2024
1978,May 22 2023
1979,June 18 2024
1980,Jul 5th 2024
1981,May 12 2021
1982,11/18/2023
1983,August 2 2024
1984,19/03/2020
1985,December 30 2020
1986,August 30 2022
1987,January 2 2022
1988,April 1 2023
1989,03/26/2024
1990,04/26/2022
1991,Dec 16th 2023
1992,06/22/2021
1993,23/07/2020
1994,06/06/2022
1995,11/15/2022
1996,14/03/2022
1997,January 25 2023
1998,13/02/2020
1999,Jul 19th 2021
2000,10/18/2021
2001,01/24/2021
2002,May 8th 2021
2003,February 6 2023
2004,07/28/2022
2005,October 8 2022
2006,Jul 28th 2020
2007,31/12/2024
2008,Aug 28th 2022
2009,January 16 2021
2010,09/21/2020
2011,Oct 10th 2022
2012,20/05/2024
2013,22/04/2022
2014,Jul 19th 2023
2015,08/05/2022
2016,14/12/2020
2017,Dec 31st 2021
2018,Jan 1st 2021
2019,January 28 2024
2020,06/04/2020
2021,Sep 9th 2024
2022,31/05/2022
2023,November 27 2021
2024,December 7 2024
2025,03/30/2024
2026,05/20/2022
2027,06/04/2022
2028,Jun 3rd 2020
2029,02/10/2023
2030,Apr 6th 2020
2031,23/11/2024
2032,Dec 15th 2020
2033,29/06/2021
2034,09/16/2023
2035,10/16/2021
2036,February 28 2020
2037,Jul 23rd 2021
2038,December 1 2020
2039,29/09/2023
2040,15/01/2022
2041,Apr 7th 2020
2042,March 22 2023
2043,09/23/2021
2044,May 29 2022
2045,08/19/2021
2046,26/07/2023
2047,Dec 4th 2020
2048,27/02/2020
2049,Feb 4th 2020
2050,Jun 10th 2024
2051,Nov 21st 2022
2052,Oct 12th 2020
2053,Dec 3rd 2023
2054,03/10/2024
2055,10/21/2022
2056,09/26/2022
2057,21/04/2022
2058,October 13 2024
2059,Jul 31st 2022
2060,October 13 2020
2061,February 1 2023
2062,07/26/2024
2063,February 4 2021
2064,Jul 22nd 2024
2065,11/11/2021
2066,May 28th 2024
2067,Jun 18th 2021
2068,Jun 18th 2022
2069,12/13/2020
2070,22/01/2020
2071,Oct 19th 2021
2072,28/04/2022
2073,03/05/2022
2074,Dec 29th 2022
2075,09/01/2020
2076,April 28 2022
2077,May 27th 2022
2078,February 27 2024
2079,03/11/2023
2080,October 13 2023
2081,18/04/2022
2082,20/01/2022
2083,29/06/2022
2084,02/21/2022
2085,Dec 27th 2020
2086,01/09/2023
2087,08/31/2021
2088,May 29th 2024
2089,09/22/2022
2090,Sep 27th 2023
2091,11/08/2024
2092,06/09/2024
2093,18/02/2020
2094,Mar 27th 2020
2095,November 27 2022
2096,Jun 4th 2022
2097,04/02/2022
2098,August 28 2024
2099,13/09/2021
2100,20/08/2020
2101,March 7 2020
2102,23/10/2021
2103,30/01/2020
2104,Dec 10th 2024
2105,17/11/2022
2106,07/05/2020
2107,February 21 2022
2108,Jan 3rd 2023
2109,February 11 2022
2110,05/12/2023
2111,06/29/2023
2112,06/30/2023
2113,Sep 11th 2023
2114,Jun 4th 2023
2115,June 3 2020
2116,Jan 10th 2022
2117,Apr 2nd 2024
2118,October 11 2020
2119,January 25 2020
2120,October 25 2024
2121,28/01/2021
2122,Sep 14th 2022
2123,11/25/2021
2124,14/02/2023
2125,31/08/2022
2126,03/12/2021
2127,31/08/2020
2128,September 19 2024
2129,Aug 16th 2024
2130,September 14 2024
2131,13/09/2023
2132,12/05/2022
2133,17/11/2020
2134,May 28th 2024
2135,March 5 2024
2136,02/27/2021
2137,07/31/2022
2138,October 9 2020
2139,Apr 12th 2022
2140,May 30 2022
2141,10/05/2020
2142,15/02/2023
2143,Jan 25th 2022
2144,October 10 2024
2145,02/25/2021
2146,Sep 30th 2022
2147,12/05/2020
2148,17/02/2021
2149,November 16 2022
2150,June 28 2022
2151,July 14 2020
2152,01/20/2021
2153,Sep 2nd 2021
2154,28/10/2023
2155,29/05/2022
2156,08/03/2023
2157,Jun 4th 2022
2158,11/09/2022
2159,28/05/2023
2160,Nov 6th 2021
2161,05/08/2023
2162,02/14/2020
2163,Dec 14th 2023
2164,August 15 2021
2165,11/06/2024
2166,Jan 5th 2022
2167,11/09/2021
2168,May 19th 2020
2169,August 16 2020
2170,18/05/2024
2171,September 27 2023
2172,02/16/2021
2173,January 31 2022
2174,11/03/2023
2175,08/10/2024
2176,12/02/2023
2177,10/31/2024
2178,05/30/2021
2179,Sep 12th 2022
2180,02/25/2023
2181,23/10/2021
2182,Feb 10th 2024
2183,Mar 5th 2022
2184,Mar 18th 2024
2185,August 31 2021
2186,Jul 30th 2023
2187,10/12/2024
2188,December 22 2020
2189,02/19/2020
2190,03/24/2022
2191,April 25 2022
2192,27/09/2020
2193,10/04/2023
2194,06/08/2021
2195,01/26/2023
2196,March 10 2022
2197,May 29 2024
2198,01/20/2024
2199,Jul 13th 2022
2200,Dec 27th 2021
2201,November 2 2021
2202,04/20/2024
2203,11/10/2023
2204,September 13 2020
2205,07/11/2020
2206,18/01/2024
2207,12/09/2021
2208,Nov 20th 2021
2209,23/04/2020
2210,March 17 2020
2211,14/10/2020
2212,08/26/2021
2213,Feb 26th 2020
2214,Feb 29th 2020
2215,Sep 13th 2023
2216,03/05/2024
2217,Jun 6th 2023
2218,November 19 2020
2219,May 21 2020
2220,04/10/2023
2221,Jul 1st 2020
2222,05/08/2023
2223,09/07/2023
2224,Aug 17th 2023
2225,10/10/2023
2226,04/11/2022
2227,Jul 13th 2021
2228,Jul 6th 2020
2229,12/05/2024
2230,Jul 22nd 2023
2231,Apr 7th 2024
2232,February 11 2020
2233,October 16 2024
2234,February 5 2024
2235,14/01/2020
2236,12/28/2023
2237,Jun 10th 2022
2238,02/01/2023
2239,November 11 2023
2240,Jan 20th 2021
2241,January 20 2021
2242,11/10/2021
2243,09/13/2020
2244,06/01/2023
2245,February 24 2023
2246,Apr 7th 2023
2247,04/05/2022
2248,26/07/2021
2249,08/12/2020
2250,18/10/2020
2251,February 3 2020
2252,Mar 27th 2022
2253,July 21 2023
2254,10/04/2024
2255,June 6 2024
2256,June 11 2020
2257,Dec 26th 2024
2258,08/13/2024
2259,01/12/2022
2260,07/30/2020
2261,May 26th 2023
2262,Sep 26th 2023
2263,20/11/2020
2264,November 29 2021
2265,20/03/2024
2266,11/02/2024
2267,Nov 15th 2023
2268,January 19 2020
2269,09/17/2022
2270,Apr 12th 2023
2271,10/15/2023
2272,March 20 2022
2273,December 29 2022
2274,25/02/2021
2275,03/05/2022
2276,10/20/2024
2277,March 4 2023
2278,Oct 13th 2020
2279,02/07/2024
2280,Jan 15th 2024
2281,February 9 2023
2282,January 30 2024
2283,November 5 2024
2284,06/19/2022
2285,September 20 2023
2286,19/03/2024
2287,September 8 2021
2288,Jul 21st 2020
2289,11/07/2022
2290,January 8 2024
2291,10/09/2022
2292,Jul 15th 2024
2293,February 14 2023
2294,September 8 2020
2295,07/01/2024
2296,November 15 2022
2297,12/30/2023
2298,Jun 16th 2024
2299,Feb 28th 2021
2300,June 6 2023
2301,November 12 2022
2302,October 4 2022
2303,08/25/2020
2304,11/10/2024
2305,Aug 9th 2024
2306,02/25/2024
2307,September 19 2023
2308,14/05/2022
2309,01/17/2020
2310,November 4 2022
2311,11/13/2024
2312,08/08/2020
2313,10/27/2024
2314,01/03/2024
2315,10/01/2023
2316,15/10/2023
2317,06/10/2022
2318,10/05/2023
2319,Feb 22nd 2023
2320,May 27th 2021
2321,01/14/2021
2322,September 19 2020
2323,05/27/2023
2324,06/01/2021
2325,08/17/2022
2326,Jul 9th 2022
2327,November 23 2021
2328,15/03/2024
2329,24/11/2022
2330,19/08/2021
2331,May 18th 2021
2332,May 16th 2021
2333,04/16/2020
2334,15/03/2022
2335,Aug 29th 2024
2336,Jul 13th 2021
2337,March 18 2021
2338,03/14/2022
2339,03/17/2024
2340,12/17/2021
2341,04/27/2024
2342,12/21/2020
2343,14/03/2023
2344,13/06/2022
2345,09/07/2024
2346,Apr 13th 2022
2347,20/12/2020
2348,05/28/2023
2349,05/18/2023
2350,January 31 2023
2351,Nov 10th 2021
2352,29/09/2023
2353,Jan 4th 2024
2354,10/16/2020
2355,July 18 2024
2356,Jul 28th 2023
2357,Apr 4th 2023
2358,10/14/2020
2359,22/10/2020
2360,Mar 22nd 2022
2361,Jul 22nd 2024
2362,19/09/2021
2363,05/23/2024
2364,09/29/2022
2365,07/03/2021
2366,Nov 27th 2023
2367,January 5 2023
2368,Apr 7th 2020
2369,August 26 2023
2370,Nov 22nd 2023
2371,Nov 26th 2021
2372,09/18/2021
2373,15/01/2022
2374,August 31 2021
2375,07/19/2020
2376,10/04/2023
2377,06/03/2023
2378,September 20 2020
2379,06/10/2021
2380,11/12/2023
2381,10/03/2021
2382,26/01/2024
2383,April 20 2024
2384,December 3 2021
2385,11/27/2022
2386,08/02/2023
2387,08/23/2023
2388,October 12 2021
2389,May 29th 2023
2390,Mar 28th 2021
2391,August 3 2020
2392,05/28/2020
2393,May 13 2024
2394,December 14 2022
2395,21/05/2020
2396,10/06/2021
2397,04/03/2020
2398,October 7 2022
2399,Dec 29th 2020
2400,Feb 21st 2020
2401,Feb 26th 2021
2402,June 27 2021
2403,10/23/2023
2404,20/12/2023
2405,24/11/2024
2406,11/08/2022
2407,Oct 15th 2024
2408,Apr 18th 2021
2409,May 24th 2023
2410,01/30/2021
2411,17/05/2023
2412,January 13 2020
2413,24/11/2022
2414,05/17/2023
2415,29/12/2020
2416,14/01/2022
2417,07/06/2024
2418,March 24 2024
2419,Apr 1st 2022
2420,17/05/2020
2421,07/06/2024
2422,08/14/2021
2423,Oct 12th 2021
2424,18/11/2020
2425,07/06/2022
2426,September 17 2022
2427,Jan 31st 2022
2428,Jun 28th 2020
2429,06/06/2021
2430,04/08/2023
2431,05/26/2023
2432,18/02/2023
2433,06/01/2023
2434,27/10/2024
2435,03/04/2022
2436,15/02/2020
2437,October 6 2023
2438,10/31/2023
2439,12/09/2021
2440,05/22/2021
2441,12/01/2021
2442,Dec 31st 2020
2443,31/08/2021
2444,05/08/2023
2445,04/08/2023
2446,Sep 19th 2024
2447,03/31/2022
2448,08/09/2020
2449,11/16/2022
2450,02/11/2020
2451,15/01/2020
2452,03/02/2021
2453,Apr 28th 2020
2454,27/01/2024
2455,Dec 12th 2021
2456,11/11/2021
2457,12/10/2020
2458,22/09/2020
2459,Oct 26th 2021
2460,Jun 1st 2020
2461,10/16/2021
2462,August 6 2020
2463,20/05/2022
2464,07/11/2020
2465,10/09/2022
2466,Mar 20th 2024
2467,May 29 2024
2468,02/17/2024
2469,22/05/2024
2470,May 3rd 2020
2471,02/05/2022
2472,08/07/2021
2473,06/05/2020
2474,Mar 5th 2024
2475,Oct 18th 2023
2476,June 1 2020
2477,September 22 2024
2478,June 8 2021
2479,July 23 2024
2480,Feb 10th 2024
2481,09/27/2022
2482,04/02/2023
2483,13/02/2023
2484,02/05/2023
2485,June 10 2023
2486,07/31/2021
2487,November 19 2022
2488,April 10 2023
2489,May 16th 2023
2490,May 2nd 2023
2491,Feb 22nd 2024
2492,20/03/2022
2493,Sep 27th 2023
2494,Apr 2nd 2020
2495,Jul 30th 2020
2496,November 10 2024
2497,August 26 2024
2498,Nov 3rd 2024
2499,Dec 11th 2023
2500,Apr 25th 2023
2501,04/08/2022
2502,March 17 2020
2503,05/30/2021
2504,11/15/2023
2505,03/04/2024
2506,05/05/2021
2507,October 3 2021
2508,01/09/2023
2509,Feb 28th 2021
2510,13/05/2021
2511,05/08/2022
2512,Jun 29th 2022
2513,12/07/2023
2514,11/01/2023
2515,Jul 4th 2022
2516,12/07/2021
2517,09/05/2023
2518,May 20 2024
2519,01/02/2024
2520,04/16/2022
2521,03/05/2024
2522,Mar 14th 2022
2523,May 2 2020
2524,18/01/2021
2525,Oct 15th 2024
2526,Mar 31st 2024
2527,Mar 9th 2020
2528,July 22 2024
2529,October 11 2021
2530,09/06/2021
2531,Apr 14th 2021
2532,08/20/2023
2533,Apr 28th 2022
2534,January 14 2022
2535,May 16th 2020
2536,July 24 2022
2537,27/08/2024
2538,Mar 30th 2020
2539,Nov 24th 2022
2540,July 19 2022
2541,May 16th 2020
2542,Jul 16th 2022
2543,September 3 2021
2544,August 3 2023
2545,02/05/2021
2546,Jan 5th 2024
2547,18/11/2021
2548,September 29 2020
2549,May 26th 2024
2550,Sep 24th 2020
2551,October 30 2023
2552,05/10/2022
2553,07/01/2022
2554,June 21 2023
2555,15/08/2021
2556,December 5 2021
2557,Jul 3rd 2022
2558,July 23 2023
2559,03/20/2021
2560,May 25 2020
2561,September 14 2021
2562,Sep 5th 2023
2563,06/28/2023
2564,30/08/2022
2565,30/03/2021
2566,Jan 19th 2023
2567,January 3 2021
2568,September 22 2020
2569,March 21 2021
2570,Mar 13th 2024
2571,11/11/2023
2572,February 25 2023
2573,Nov 14th 2024
2574,08/22/2022
2575,Apr 21st 2022
2576,14/11/2023
2577,May 30th 2020
2578,22/07/2023
2579,December 27 2020
2580,Jun 26th 2021
2581,April 16 2020
2582,10/12/2023
2583,Aug 26th 2021
2584,07/01/2020
2585,05/29/2024
2586,03/10/2022
2587,December 21 2023
2588,June 1 2024
2589,02/01/2023
2590,June 19 2024
2591,Jul 22nd 2022
2592,07/05/2022
2593,25/11/2023
2594,October 21 2023
2595,Dec 23rd 2021
2596,Dec 11th 2022
2597,Jun 18th 2020
2598,Jan 3rd 2024
2599,December 18 2023
2600,06/04/2023
2601,November 10 2022
2602,11/08/2024
2603,December 22 2022
2604,Jun 25th 2023
2605,May 27 2022
2606,May 15 2020
2607,January 11 2024
2608,Dec 27th 2021
2609,Mar 27th 2023
2610,October 28 2021
2611,January 30 2021
2612,Apr 11th 2022
2613,27/05/2023
2614,02/07/2021
2615,Oct 20th 2022
2616,Apr 14th 2022
2617,09/26/2022
